City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
411,Batemans Bay,-35.7167,150.1833,64.2,32,42,12.93,AU,2021-11-15 01:17:44
412,Alice Springs,-23.7,133.8833,72.95,28,42,10.36,AU,2021-11-15 01:17:45
413,Razdolinsk,58.4211,94.6658,20.05,97,100,2.06,RU,2021-11-15 01:17:45
414,Zhuhai,22.2769,113.5678,73.98,68,20,11.5,CN,2021-11-15 01:18:46
415,Chinhoyi,-17.3667,30.2,66.69,82,4,4.16,ZW,2021-11-15 01:18:46
416,Maniitsoq,65.4167,-52.9,10.71,79,88,6.82,GL,2021-11-15 01:18:47
417,Mkushi,-13.6202,29.3939,68.79,71,100,4.23,ZM,2021-11-15 01:18:47
418,Dubbo,-32.25,148.6167,64.53,42,6,19.57,AU,2021-11-15 01:18:47
419,Port Lincoln,-34.7333,135.8667,57.54,60,98,15.68,AU,2021-11-15 01:18:48
420,Chifeng,42.2683,118.9636,29.98,61,8,1.45,CN,2021-11-15 01:18:48
421,Torbay,47.6666,-52.7314,49.57,90,90,23.02,CA,2021-11-15 01:18:49
422,Gbarnga,6.9956,-9.4722,69.87,98,90,1.72,LR,2021-11-15 01:18:49
423,Worcester,42.3334,-71.8328,42.55,85,90,4.61,US,2021-11-15 01:18:22
424,Byron Bay,-28.65,153.6167,85.05,29,0,4.65,AU,2021-11-15 01:18:50
425,Port-Gentil,-0.7193,8.7815,77.54,84,100,5.39,GA,2021-11-15 01:18:50
426,Korcula,42.9622,17.1369,50.56,72,100,10.51,HR,2021-11-15 01:18:51
427,Lufilufi,-13.8745,-171.5986,89.38,71,5,2.17,WS,2021-11-15 01:18:51
428,Bandarbeyla,9.4942,50.8122,75.51,75,3,9.75,SO,2021-11-15 01:18:52
429,Biga,40.2281,27.2422,51.06,87,23,0.72,TR,2021-11-15 01:18:52
430,Payson,40.0444,-111.7321,58.62,66,1,1.01,US,2021-11-15 01:18:53
431,Salinopolis,-0.6136,-47.3561,78.62,85,58,7.27,BR,2021-11-15 01:18:53
432,Walla Walla,46.0646,-118.343,65.14,62,1,7.0,US,2021-11-15 01:18:55
433,Ulaanbaatar,47.9077,106.8832,23.85,46,8,3.31,MN,2021-11-15 01:18:55
434,Easthampton,42.2668,-72.669,45.18,73,1,1.01,US,2021-11-15 01:18:56
435,Goderich,43.7501,-81.7165,35.91,100,100,3.44,CA,2021-11-15 01:18:56
436,Port Moresby,-9.4431,147.1797,85.73,69,100,4.7,PG,2021-11-15 01:14:55
437,Teahupoo,-17.8333,-149.2667,76.96,75,100,2.75,PF,2021-11-15 01:18:57
438,Methven,-43.6333,171.65,69.03,40,27,11.01,NZ,2021-11-15 01:18:58
439,Yagodnoye,62.55,149.6667,8.01,95,100,1.9,RU,2021-11-15 01:18:58
440,Santarem,-2.4431,-54.7083,78.93,94,0,4.61,BR,2021-11-15 01:18:59
441,Dicabisagan,17.0818,122.4157,80.1,84,90,6.78,PH,2021-11-15 01:18:59
442,Nemuro,43.3236,145.575,50.43,71,56,12.21,JP,2021-11-15 01:19:00
443,Omsukchan,62.5333,155.8,16.93,95,100,3.85,RU,2021-11-15 01:19:00
444,Obihiro,42.9172,143.2044,51.21,61,7,11.86,JP,2021-11-15 01:19:01
445,Zabol,32.25,67.25,36.18,38,0,3.67,AF,2021-11-15 01:19:01
446,Abu Samrah,35.3029,37.1841,61.25,30,100,7.4,SY,2021-11-15 01:19:02
447,Karratha,-20.7377,116.8463,89.37,19,19,7.0,AU,2021-11-15 01:19:02
448,Ganzhou,28.8184,115.4327,59.63,49,5,0.92,CN,2021-11-15 01:19:03
449,Mirnyy,62.5353,113.9611,-0.69,99,88,3.13,RU,2021-11-15 01:19:03
450,Ust-Kuyga,70.0167,135.6,-23.46,100,100,4.29,RU,2021-11-15 01:19:04
451,Namtsy,62.7161,129.6658,-14.69,100,64,1.12,RU,2021-11-15 01:19:04
452,Sunbury,-37.5833,144.7333,55.54,66,75,3.0,AU,2021-11-15 01:19:04
453,Peniche,39.3558,-9.3811,59.61,92,5,8.21,PT,2021-11-15 01:19:05
454,Asind,25.7333,74.3333,61.2,44,0,3.71,IN,2021-11-15 01:19:06
455,Nouadhibou,20.931,-17.0347,67.98,77,83,8.05,MR,2021-11-15 01:19:06
456,Saryg-Sep,51.5,95.6,16.65,90,100,3.18,RU,2021-11-15 01:19:07
457,Denpasar,-8.65,115.2167,83.86,79,20,5.75,ID,2021-11-15 01:19:07
458,Barabinsk,55.3571,78.357,21.52,97,97,4.81,RU,2021-11-15 01:19:08
459,Morehead,37.2711,-87.1764,45.0,72,1,1.99,US,2021-11-15 01:15:51
460,La Sarre,48.8002,-79.1996,27.45,91,93,3.47,CA,2021-11-15 01:19:08
461,Porto Novo,6.4965,2.6036,84.02,85,100,5.82,BJ,2021-11-15 01:20:09
462,Jining,35.405,116.5814,53.26,48,100,3.83,CN,2021-11-15 01:20:09
463,Hvolsvollur,63.7533,-20.2243,33.82,72,100,24.74,IS,2021-11-15 01:20:10
464,Biak,-0.9131,122.8766,82.42,71,100,1.72,ID,2021-11-15 01:20:10
465,Alpena,45.0617,-83.4327,37.11,90,90,5.01,US,2021-11-15 01:20:11
466,San Policarpo,12.1791,125.5072,81.55,81,100,6.51,PH,2021-11-15 01:20:13
467,Venado Tuerto,-33.7456,-61.9688,61.77,47,0,7.29,AR,2021-11-15 01:20:15
468,Vardo,70.3705,31.1107,28.42,65,100,18.43,NO,2021-11-15 01:20:15
469,Miraflores,19.2167,-98.8083,61.45,66,77,2.64,MX,2021-11-15 01:20:15
470,Pulandian,39.3953,121.9669,44.73,55,53,5.1,CN,2021-11-15 01:20:16
471,Moose Factory,51.2585,-80.6094,35.6,93,90,9.22,CA,2021-11-15 01:20:16
472,Pascagoula,30.3658,-88.5561,52.72,72,0,6.49,US,2021-11-15 01:20:17
473,Jinchang,38.4953,102.1739,36.5,28,0,3.76,CN,2021-11-15 01:20:17
474,Xinpu,34.5997,119.1594,54.01,47,97,2.44,CN,2021-11-15 01:20:18
475,Inhambane,-23.865,35.3833,73.53,87,39,6.44,MZ,2021-11-15 01:20:18
476,Liku,-0.7275,119.8922,84.02,65,100,2.01,ID,2021-11-15 01:20:18
477,Christchurch,-43.5333,172.6333,73.6,42,4,5.01,NZ,2021-11-15 01:20:19
478,Orange Cove,36.6244,-119.3137,68.45,49,17,2.66,US,2021-11-15 01:20:20
479,Pozo Colorado,-23.4923,-58.7972,71.26,96,100,6.93,PY,2021-11-15 01:20:21
480,Paracelis,17.2667,121.4667,79.25,78,94,4.21,PH,2021-11-15 01:20:21
481,Quarai,-30.3875,-56.4514,69.3,73,86,6.69,BR,2021-11-15 01:20:21
482,Cruz Alta,-28.6386,-53.6064,71.58,68,100,8.37,BR,2021-11-15 01:20:22
483,Tilichiki,60.4667,166.1,29.16,97,100,8.57,RU,2021-11-15 01:20:22
484,Robertsport,6.7533,-11.3686,78.96,80,31,4.03,LR,2021-11-15 01:20:17
485,Bergerac,44.8333,0.5,48.78,100,0,4.61,FR,2021-11-15 01:20:24
486,Constitucion,-35.3333,-72.4167,52.38,88,64,13.2,CL,2021-11-15 01:16:25
487,Pervomayskiy,53.2485,40.2871,32.13,97,100,11.74,RU,2021-11-15 01:20:25
488,Yabelo,4.8833,38.0833,56.52,87,73,6.22,ET,2021-11-15 01:20:25
489,Atambua,-9.1061,124.8925,80.74,70,100,1.9,ID,2021-11-15 01:20:26
490,Khor,47.8861,134.9464,19.45,78,6,13.65,RU,2021-11-15 01:20:26
491,Benghazi,32.1167,20.0667,69.62,54,81,24.56,LY,2021-11-15 01:20:27
492,Baherden,38.4362,57.4316,47.37,73,0,6.93,TM,2021-11-15 01:20:27
493,Eganville,45.5334,-77.0994,35.02,97,100,2.62,CA,2021-11-15 01:20:28
494,Ternate,0.8,127.4,82.63,72,100,1.52,ID,2021-11-15 01:20:28
495,Luanda,-8.8368,13.2343,77.76,81,100,10.67,AO,2021-11-15 01:20:28
496,Qasigiannguit,68.8193,-51.1922,10.65,90,100,4.16,GL,2021-11-15 01:20:29
497,Takaka,-40.85,172.8,70.97,52,4,13.62,NZ,2021-11-15 01:20:29
498,Celendin,-6.8703,-78.1517,56.7,81,100,2.13,PE,2021-11-15 01:20:30
499,Belyy,55.8402,32.9419,30.51,91,100,6.8,RU,2021-11-15 01:20:30
500,Ketchikan,55.3422,-131.6461,39.67,93,90,6.91,US,2021-11-15 01:20:31
501,Dover,39.1582,-75.5244,49.98,76,75,6.91,US,2021-11-15 01:15:52
502,Ugoofaaru,5.6667,73.0,81.86,79,65,21.88,MV,2021-11-15 01:20:31
503,Sokoni,-6.4333,39.55,79.38,73,59,9.42,TZ,2021-11-15 01:20:32
504,Demirci,39.0461,28.6589,46.71,55,11,2.89,TR,2021-11-15 01:20:32
505,Jieshi,22.8134,115.8257,66.94,58,80,16.06,CN,2021-11-15 01:20:33
506,Sovetskiy,61.3614,63.5842,15.64,86,100,8.12,RU,2021-11-15 01:21:33
507,Whakatane,-37.9585,176.9854,72.77,77,14,8.01,NZ,2021-11-15 01:21:34
508,Richards Bay,-28.783,32.0377,67.03,89,100,1.88,ZA,2021-11-15 01:16:39
509,Pokhara,28.2333,83.9833,57.4,65,88,3.2,NP,2021-11-15 01:16:43
510,Melnikovo,56.5558,84.085,28.17,95,100,7.58,RU,2021-11-15 01:21:35
511,Saint-Leu,-21.15,55.2833,74.26,78,3,3.51,RE,2021-11-15 01:21:35
512,Gat,31.61,34.7642,67.82,35,91,6.78,IL,2021-11-15 01:21:35
513,Barkhan,29.8977,69.5256,51.31,20,0,5.06,PK,2021-11-15 01:21:36
514,Hirara,24.8,125.2833,75.47,60,40,12.66,JP,2021-11-15 01:21:36
515,Lyaskelya,61.7667,31.0167,28.62,69,98,6.02,RU,2021-11-15 01:21:37
516,Lubao,14.9167,120.55,87.82,68,65,8.84,PH,2021-11-15 01:21:37
517,Victor Harbor,-35.5667,138.6167,61.92,67,100,15.05,AU,2021-11-15 01:21:38
518,Kampen,52.555,5.9111,48.02,92,0,5.66,NL,2021-11-15 01:21:38
519,Omaruru,-21.4333,15.9333,75.36,30,20,4.9,NA,2021-11-15 01:21:38
520,Sarandi,-23.4436,-51.8739,76.55,53,0,6.91,BR,2021-11-15 01:21:39
521,Camapua,-19.5314,-54.0439,75.4,84,100,0.31,BR,2021-11-15 01:18:14
522,Puerto Madryn,-42.7692,-65.0385,62.55,41,100,22.95,AR,2021-11-15 01:20:54
523,Kushmurun,52.4503,64.6311,19.96,91,96,12.46,KZ,2021-11-15 01:21:40
524,Calama,-22.4667,-68.9333,59.49,17,12,11.5,CL,2021-11-15 01:21:40
525,Challans,46.8436,-1.8749,51.71,91,66,7.72,FR,2021-11-15 01:21:41
526,Wageningen,51.9667,5.6667,48.83,89,90,8.05,NL,2021-11-15 01:21:41
527,Sur,22.5667,59.5289,77.32,60,0,11.65,OM,2021-11-15 01:21:41
528,Yar-Sale,66.8333,70.8333,5.13,95,78,9.62,RU,2021-11-15 01:21:42
529,West Wendover,40.7391,-114.0733,52.81,47,1,4.61,US,2021-11-15 01:21:42
530,Totskoye,52.5248,52.7623,19.38,93,100,3.49,RU,2021-11-15 01:21:43
531,Ruidoso,33.3317,-105.673,54.9,18,1,10.36,US,2021-11-15 01:21:43
532,Saint-Joseph,-21.3667,55.6167,73.78,79,32,5.03,RE,2021-11-15 01:21:44
533,Nyurba,63.2842,118.3319,0.77,99,92,1.99,RU,2021-11-15 01:21:44
534,Hualmay,-11.0964,-77.6139,63.7,82,48,8.97,PE,2021-11-15 01:21:44
535,Dryden,49.7833,-92.7503,21.49,86,90,5.75,CA,2021-11-15 01:21:45
536,Hanzhong,33.0728,107.0303,45.9,75,100,0.63,CN,2021-11-15 01:21:45
537,Havre-Saint-Pierre,50.2334,-63.5986,33.8,86,20,8.05,CA,2021-11-15 01:21:46
538,Takoradi,4.8845,-1.7554,78.91,87,20,7.63,GH,2021-11-15 01:21:46
539,Nevinnomyssk,44.6267,41.9453,34.21,82,100,5.41,RU,2021-11-15 01:21:47
540,Alice Town,25.7167,-79.3,75.51,61,100,10.02,BS,2021-11-15 01:21:47
541,Ciudad Bolivar,8.1222,-63.5497,79.68,71,100,11.56,VE,2021-11-15 01:21:48
542,Ahuimanu,21.4447,-157.8378,80.31,61,75,4.61,US,2021-11-15 01:21:48
543,Praia Da Vitoria,38.7333,-27.0667,66.45,94,40,23.02,PT,2021-11-15 01:21:48
544,Namwala,-15.7504,26.4384,73.06,55,75,4.27,ZM,2021-11-15 01:21:49
545,Geraldton,-28.7667,114.6,70.21,64,1,9.22,AU,2021-11-15 01:19:21
546,Saint-Louis,16.3333,-15.0,84.94,29,80,5.21,SN,2021-11-15 01:21:50
547,Armizonskoye,55.9461,67.6736,15.44,90,100,11.97,RU,2021-11-15 01:21:50
548,Warrington,53.3925,-2.5802,50.99,95,67,1.01,GB,2021-11-15 01:18:26
549,Amahai,-3.3333,128.9167,79.14,81,100,3.58,ID,2021-11-15 01:21:51
550,Kahului,20.8947,-156.47,80.83,86,75,3.44,US,2021-11-15 01:21:21
551,Noumea,-22.2763,166.4572,87.01,99,8,12.08,NC,2021-11-15 01:19:27
552,Pilar,-9.5972,-35.9567,78.73,86,68,6.46,BR,2021-11-15 01:21:52
553,Katherine,-14.4667,132.2667,86.32,25,0,16.11,AU,2021-11-15 01:22:52
554,Dalianwan,39.0286,121.695,44.64,57,0,2.24,CN,2021-11-15 01:22:55
555,Alta Gracia,-31.6529,-64.4283,65.88,51,0,5.44,AR,2021-11-15 01:22:56
556,Price,39.5994,-110.8107,52.41,57,1,6.91,US,2021-11-15 01:22:58
557,Sydney,-33.8679,151.2073,72.32,34,0,3.0,AU,2021-11-15 01:20:30
558,Athabasca,54.7169,-113.2854,35.42,95,88,6.26,CA,2021-11-15 01:22:34
559,Tukrah,32.5341,20.5791,68.07,56,32,25.28,LY,2021-11-15 01:22:58
560,Tual,-5.6667,132.75,81.46,78,100,6.26,ID,2021-11-15 01:22:59
561,Kathmandu,27.7167,85.3167,52.02,93,40,0.0,NP,2021-11-15 01:22:59
562,Aberdeen,57.1437,-2.0981,53.49,90,97,4.61,GB,2021-11-15 01:18:30
563,Clyde River,70.4692,-68.5914,4.21,71,30,7.67,CA,2021-11-15 01:23:00
564,Balabac,7.9868,117.0645,82.71,71,100,0.87,PH,2021-11-15 01:23:01
565,Berlevag,70.8578,29.0864,25.47,71,100,17.54,NO,2021-11-15 01:23:01
566,Kouango,4.9934,19.9619,72.9,92,100,1.77,CF,2021-11-15 01:23:02
567,Port Keats,-14.25,129.55,92.93,18,100,11.61,AU,2021-11-15 01:23:03
568,Gejiu,23.306,103.1635,48.45,98,94,3.94,CN,2021-11-15 01:23:03
569,Cascais,38.6979,-9.4215,59.5,67,1,5.99,PT,2021-11-15 01:23:03
570,Kaeo,-35.1,173.7833,78.33,61,0,14.16,NZ,2021-11-15 01:23:04
571,Canto Do Buriti,-8.11,-42.9444,80.33,60,97,1.39,BR,2021-11-15 01:23:04
572,Saint-Lo,49.1162,-1.0903,52.99,89,53,4.09,FR,2021-11-15 01:23:05
573,Taraz,42.9,71.3667,36.01,75,75,4.47,KZ,2021-11-15 01:23:05
574,Alofi,-19.0595,-169.9187,80.49,57,32,12.66,NU,2021-11-15 01:23:06
575,Macon,39.8667,-88.9668,36.88,69,90,11.5,US,2021-11-15 01:23:06
576,Skelleftea,64.7507,20.9528,23.36,100,90,5.75,SE,2021-11-15 01:23:07
577,Ust-Maya,60.4167,134.5333,-8.05,94,30,2.84,RU,2021-11-15 01:23:07
578,Repalle,16.0167,80.85,79.02,96,87,5.39,IN,2021-11-15 01:23:08
579,Tefe,-3.3542,-64.7114,75.04,95,100,2.3,BR,2021-11-15 01:23:08
580,Gallup,35.5281,-108.7426,53.44,29,1,1.99,US,2021-11-15 01:23:08
